"Kind","Agent_Id","Queue_Id","Stream_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH","Agent 1",1,1,1531412,1,11,"__amd_rocclr_copyBuffer",1,821531981789569,821531981796289,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,1531412,2,11,"__amd_rocclr_copyBuffer",2,821531981815969,821531981819649,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,1531412,3,11,"__amd_rocclr_copyBuffer",3,821531982410050,821531982415330,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,1531412,4,11,"__amd_rocclr_copyBuffer",4,821532028696222,821532028701342,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,1531412,5,11,"__amd_rocclr_copyBuffer",5,821532028719422,821532028722622,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,1531412,6,11,"__amd_rocclr_copyBuffer",6,821532029300384,821532029305024,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,1531412,7,11,"__amd_rocclr_copyBuffer",7,821532076848395,821532076853515,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,1531412,8,11,"__amd_rocclr_copyBuffer",8,821532076870315,821532076873675,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,1531412,9,11,"__amd_rocclr_copyBuffer",9,821532077467116,821532077471756,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,1531412,10,11,"__amd_rocclr_copyBuffer",10,821532123496006,821532123500806,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,1531412,11,11,"__amd_rocclr_copyBuffer",11,821532123516326,821532123519686,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,1531412,12,11,"__amd_rocclr_copyBuffer",12,821532166813150,821532166818590,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,1531412,13,11,"__amd_rocclr_copyBuffer",13,821532166834910,821532166838590,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,1531412,14,11,"__amd_rocclr_copyBuffer",14,821532167424191,821532167429151,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,1531412,15,11,"__amd_rocclr_copyBuffer",15,821532214509241,821532214513881,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,1531412,16,11,"__amd_rocclr_copyBuffer",16,821532214530521,821532214533721,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,1531412,17,11,"__amd_rocclr_copyBuffer",17,821532215125082,821532215129082,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,1531412,18,11,"__amd_rocclr_copyBuffer",18,821532259533592,821532259537752,0,0,16,0,32,512,1,1,512,1,1
