"Kind","Agent_Id","Queue_Id","Stream_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH","Agent 1",1,1,280080,1,7,"__amd_rocclr_copyBuffer",1,613539412511136,613539412518176,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,2,7,"__amd_rocclr_copyBuffer",2,613539412538336,613539412541856,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,3,7,"__amd_rocclr_copyBuffer",3,613539413407936,613539413412896,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,4,7,"__amd_rocclr_copyBuffer",4,613539451799630,613539451804750,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,5,7,"__amd_rocclr_copyBuffer",5,613539451819790,613539451822990,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,6,7,"__amd_rocclr_copyBuffer",6,613539452706670,613539452711150,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,7,7,"__amd_rocclr_copyBuffer",7,613539492327825,613539492332465,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,8,7,"__amd_rocclr_copyBuffer",8,613539492347665,613539492350865,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,9,7,"__amd_rocclr_copyBuffer",9,613539493227505,613539493232465,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,10,7,"__amd_rocclr_copyBuffer",10,613539534639359,613539534643999,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,11,7,"__amd_rocclr_copyBuffer",11,613539534659519,613539534662719,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,12,7,"__amd_rocclr_copyBuffer",12,613539569693358,613539569697838,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,13,7,"__amd_rocclr_copyBuffer",13,613539569712878,613539569716078,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,14,7,"__amd_rocclr_copyBuffer",14,613539570561998,613539570566958,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,15,7,"__amd_rocclr_copyBuffer",15,613539608703452,613539608708412,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,16,7,"__amd_rocclr_copyBuffer",16,613539608723932,613539608727612,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,17,7,"__amd_rocclr_copyBuffer",17,613539609594973,613539609599133,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,18,7,"__amd_rocclr_copyBuffer",18,613539647506550,613539647510710,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,19,7,"__amd_rocclr_copyBuffer",19,613539647526070,613539647529270,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,20,7,"__amd_rocclr_copyBuffer",20,613539648396150,613539648400150,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,21,7,"__amd_rocclr_copyBuffer",21,613539698873449,613539698881609,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,22,7,"__amd_rocclr_copyBuffer",22,613539698900649,613539698904329,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,23,7,"__amd_rocclr_copyBuffer",23,613539734607281,613539734612241,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,24,7,"__amd_rocclr_copyBuffer",24,613539734627761,613539734631441,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,25,7,"__amd_rocclr_copyBuffer",25,613539735480401,613539735484881,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,26,7,"__amd_rocclr_copyBuffer",26,613539772705214,613539772710014,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,27,7,"__amd_rocclr_copyBuffer",27,613539772725374,613539772729054,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,28,7,"__amd_rocclr_copyBuffer",28,613539773585534,613539773590494,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,29,7,"__amd_rocclr_copyBuffer",29,613539812423297,613539812428257,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,30,7,"__amd_rocclr_copyBuffer",30,613539812444257,613539812447617,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,31,7,"__amd_rocclr_copyBuffer",31,613539813319457,613539813323937,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,32,7,"__amd_rocclr_copyBuffer",32,613539854506512,613539854511152,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,33,7,"__amd_rocclr_copyBuffer",33,613539854526672,613539854530032,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,34,7,"__amd_rocclr_copyBuffer",34,613539890005099,613539890010059,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,35,7,"__amd_rocclr_copyBuffer",35,613539890025579,613539890029419,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,36,7,"__amd_rocclr_copyBuffer",36,613539890907499,613539890912619,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,37,7,"__amd_rocclr_copyBuffer",37,613539927262072,613539927266232,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,38,7,"__amd_rocclr_copyBuffer",38,613539927281112,613539927284312,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,39,7,"__amd_rocclr_copyBuffer",39,613539928165913,613539928170073,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,40,7,"__amd_rocclr_copyBuffer",40,613539964997019,613539965001179,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,41,7,"__amd_rocclr_copyBuffer",41,613539965016859,613539965020539,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,42,7,"__amd_rocclr_copyBuffer",42,613539965887899,613539965891579,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,43,7,"__amd_rocclr_copyBuffer",43,613540005005833,613540005010473,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,44,7,"__amd_rocclr_copyBuffer",44,613540005025833,613540005029033,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,45,7,"__amd_rocclr_copyBuffer",45,613540039619995,613540039624155,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,46,7,"__amd_rocclr_copyBuffer",46,613540039641595,613540039645435,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,47,7,"__amd_rocclr_copyBuffer",47,613540040518235,613540040522875,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,48,7,"__amd_rocclr_copyBuffer",48,613540078932169,613540078936969,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,49,7,"__amd_rocclr_copyBuffer",49,613540078952809,613540078956009,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,50,7,"__amd_rocclr_copyBuffer",50,613540079839689,613540079844009,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,51,7,"__amd_rocclr_copyBuffer",51,613540119172794,613540119177114,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,52,7,"__amd_rocclr_copyBuffer",52,613540119193114,613540119196314,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,53,7,"__amd_rocclr_copyBuffer",53,613540120082394,613540120086874,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,54,7,"__amd_rocclr_copyBuffer",54,613540161876969,613540161881769,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,55,7,"__amd_rocclr_copyBuffer",55,613540161896809,613540161900169,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,56,7,"__amd_rocclr_copyBuffer",56,613540196160324,613540196164484,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,57,7,"__amd_rocclr_copyBuffer",57,613540196179524,613540196182724,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,58,7,"__amd_rocclr_copyBuffer",58,613540197050884,613540197055364,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,59,7,"__amd_rocclr_copyBuffer",59,613540232689617,613540232694417,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,60,7,"__amd_rocclr_copyBuffer",60,613540232711057,613540232714897,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,61,7,"__amd_rocclr_copyBuffer",61,613540233594737,613540233599217,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,62,7,"__amd_rocclr_copyBuffer",62,613540269774170,613540269778330,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,63,7,"__amd_rocclr_copyBuffer",63,613540269793210,613540269796570,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,64,7,"__amd_rocclr_copyBuffer",64,613540270674330,613540270678330,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,65,7,"__amd_rocclr_copyBuffer",65,613540309199944,613540309204104,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,66,7,"__amd_rocclr_copyBuffer",66,613540309219304,613540309223144,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,67,7,"__amd_rocclr_copyBuffer",67,613540341524254,613540341528894,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,68,7,"__amd_rocclr_copyBuffer",68,613540341543934,613540341547614,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,69,7,"__amd_rocclr_copyBuffer",69,613540342395294,613540342399294,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,70,7,"__amd_rocclr_copyBuffer",70,613540378992427,613540378996747,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,71,7,"__amd_rocclr_copyBuffer",71,613540379010987,613540379014187,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,72,7,"__amd_rocclr_copyBuffer",72,613540379867467,613540379871627,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,73,7,"__amd_rocclr_copyBuffer",73,613540415349588,613540415354228,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,74,7,"__amd_rocclr_copyBuffer",74,613540415369428,613540415372628,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,75,7,"__amd_rocclr_copyBuffer",75,613540416234868,613540416239028,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,76,7,"__amd_rocclr_copyBuffer",76,613540454617122,613540454621282,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,77,7,"__amd_rocclr_copyBuffer",77,613540454636802,613540454640002,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,78,7,"__amd_rocclr_copyBuffer",78,613540487149095,613540487153255,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,79,7,"__amd_rocclr_copyBuffer",79,613540487168295,613540487171495,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,80,7,"__amd_rocclr_copyBuffer",80,613540488019815,613540488023975,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,81,7,"__amd_rocclr_copyBuffer",81,613540523887988,613540523892148,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,82,7,"__amd_rocclr_copyBuffer",82,613540523907028,613540523910228,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,83,7,"__amd_rocclr_copyBuffer",83,613540524787028,613540524791188,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,84,7,"__amd_rocclr_copyBuffer",84,613540561256187,613540561260347,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280080,85,7,"__amd_rocclr_copyBuffer",85,613540561290587,613540561293627,0,0,16,0,32,512,1,1,512,1,1
