"Kind","Agent_Id","Queue_Id","Stream_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH","Agent 1",1,1,280152,1,6,"__amd_rocclr_copyBuffer",1,613563998641430,613563998649750,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280152,2,6,"__amd_rocclr_copyBuffer",2,613563998668470,613563998672150,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280152,3,6,"__amd_rocclr_copyBuffer",3,613563999226390,613563999231350,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280152,4,6,"__amd_rocclr_copyBuffer",4,613564045524354,613564045529474,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280152,5,6,"__amd_rocclr_copyBuffer",5,613564045545154,613564045548834,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280152,6,6,"__amd_rocclr_copyBuffer",6,613564046133474,613564046137954,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280152,7,6,"__amd_rocclr_copyBuffer",7,613564089229830,613564089234310,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280152,8,6,"__amd_rocclr_copyBuffer",8,613564089249830,613564089253670,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280152,9,6,"__amd_rocclr_copyBuffer",9,613564089809670,613564089814150,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280152,10,6,"__amd_rocclr_copyBuffer",10,613564130961708,613564130966348,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280152,11,6,"__amd_rocclr_copyBuffer",11,613564130982028,613564130985868,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280152,12,6,"__amd_rocclr_copyBuffer",12,613564169547281,613564169551921,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280152,13,6,"__amd_rocclr_copyBuffer",13,613564169567921,613564169571121,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280152,14,6,"__amd_rocclr_copyBuffer",14,613564170140881,613564170145841,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280152,15,6,"__amd_rocclr_copyBuffer",15,613564213795642,613564213800122,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,280152,16,6,"__amd_rocclr_copyBuffer",16,613564213817402,613564213820922,0,0,16,0,32,512,1,1,512,1,1
