"Kind","Agent_Id","Queue_Id","Stream_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH","Agent 1",1,1,2543661,1,7,"__amd_rocclr_copyBuffer",1,1223484818935207,1223484818942407,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,2543661,2,7,"__amd_rocclr_copyBuffer",2,1223484818966247,1223484818970087,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,2543661,3,7,"__amd_rocclr_copyBuffer",3,1223484819555687,1223484819560807,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,2543661,4,7,"__amd_rocclr_copyBuffer",4,1223484865857186,1223484865862146,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,2543661,5,7,"__amd_rocclr_copyBuffer",5,1223484865878147,1223484865881667,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,2543661,6,7,"__amd_rocclr_copyBuffer",6,1223484866457507,1223484866462467,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,2543661,7,7,"__amd_rocclr_copyBuffer",7,1223484912647323,1223484912652283,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,2543661,8,7,"__amd_rocclr_copyBuffer",8,1223484912669083,1223484912672283,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,2543661,9,7,"__amd_rocclr_copyBuffer",9,1223484913246203,1223484913250683,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,2543661,10,7,"__amd_rocclr_copyBuffer",10,1223484959980508,1223484959985308,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,2543661,11,7,"__amd_rocclr_copyBuffer",11,1223484960001468,1223484960004828,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,2543661,13,7,"__amd_rocclr_copyBuffer",13,1223485004069526,1223485004072566,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,2543661,12,7,"__amd_rocclr_copyBuffer",12,1223485004049046,1223485004053526,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,2543661,14,7,"__amd_rocclr_copyBuffer",14,1223485004655606,1223485004660406,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,2543661,16,7,"__amd_rocclr_copyBuffer",16,1223485051632152,1223485051635992,0,0,16,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,2543661,15,7,"__amd_rocclr_copyBuffer",15,1223485051612312,1223485051616792,0,0,16,0,32,512,1,1,512,1,1
